,tweets,label
941,a la mujer tu escuela,1
942,a la mujer y a la burra cada día una zurra ,1
943,a la mujer y a la burra todo el día una zurra ,1
944,a la mujer y a la cabra de día cuidadas y de noche guardadas ,1
945,a la mujer y a la cabra soga larga ,1
946,a la mujer y a la gallina tuércele el cuello y te dará la vida ,1
947,a la mujer y a la mula vara dura ,1
948,a la mujer y al perro el pan en una mano y el palo en la otra ,1
949,a la mujer con la pata quebrada y en casa ,1
950,a la ocasión la pintan calva,0
951,a la pregunta de si soy optimista o pesimista yo respondo que mi conocimiento es pesimista pero mi voluntad y mi esperanza son optimistas,0
952,a la prima se le arima,1
953,a la prima se le arrima y a la hermana con más gana,1
954,a la tercera va la vencida,0
955,a la vanguardia en silicon,1
956,a la vejez viruelas,0
957,a las bonitas solo las quieren para coger,1
958,a las chicas que no lleven ropa que pueda distraer a sus compañeros,1
959,a las mujeres hay que agarrarlas de sus genitales sin permiso y que no está mal seducir a mujeres casadas,1
960,a las mujeres hay que escogerlas guapas y esbeltas ellas se encargan solas de hacerse gordas y feas ,1
961,a las mujeres les afecta todo,1
962,a las mujeres les gusta la moda porque toda novedad es siempre un reflejo de la juventud,0
963,a las mujeres les gusta que las piropeen,1
964,a las mujeres les gusta que les peguen,1
965,a las mujeres les gusta sobre todo  salvar a quien las pierde,0
966,a las mujeres les gustan los hombres desesperados si no los encuentrans los hacen ,1
967,a las mujeres les gustan los hombres desesperados si no los encuentrans los hacen ,1
968,a las mujeres les molesta mucho que a muchos hombres nos gustan las vaginas menos usadas por que será,1
969,a las mujeres no hay que entenderlas hay que quererlas ,1
970,a las mujeres no les gustan los chicos buenos prefieren a los malotes,1
971,a las mujeres no les interesa los chicos buenos,1
972,a las mujeres se les enseña cualquier cosa que no sea el manejo de una familia el cuidado de los hombres y la creación de la generación futura es una ,1
973,a las niñas no les gusta aprender a leer y escribir y sin embargo siempre están dispuestas para aprender a coser ,1
974,a las niñas no les gusta aprender a leer y escribir y sin embargo siempre están dispuestas para aprender a coser ,1
975,a las niñas no les gusta aprender a leer y escribir y sin embargo siempre están dispuestas para aprender a coser ,1
976,a las niñas no se les pega,1
977,a las niñas no se les pega,1
978,a las niñas se les educa bajo la máxima de no te acerques a desconocidos,1
979,a las tías os afecta todo,1
980,a lo hecho pecho,0
981,a los empresarios les gustan las asambleas porque ellos las inventaron,0
982,a los hombres hay que saber atenderlos,1
983,a los que corren en un laberinto su misma velocidad los confunde,0
984,a los que le gusta este frio de mierda les pregunto se levantaran a esta hora para ir a laburar  no entiendo te juro,0
985,a los silenciosos no se les puede quitar la palabra,0
986,a los viejos les gusta dar buenos consejos para consolarse de no poder dar malos ejemplos,0
987,a los vivos les debemos respeto pero a los muertos solo les debemos la verdad,0
988,a mal tiempo buena cara,0
989,a menudo se juzga a los hombres por el crédito de que gozan o por las riquezas que poseen,0
990,a mi casa  mamona  zorra,1
991,a mí dadme lo superfluo que lo necesario todo el mundo puede tenerlo,0
992,a mí esa morrita me parece bastante naca,1
993,a mi lado nadie te tocará,1
994,a mi lado nadie te tocará  nadie se acordará de ti  cuando no te acuerdes de nada  serás mía,1
995,a mi mamá le gustan los electrodomésticos y las cazuelas una vez le di un reloj y una esclava y se emputo porque quería una olla express que vio en liverpool,0
996,a mí mamá le encanta ser mamá claro desde su punto de vista la amo con todo mi corazón pero es muy alcahueta y al mismo tiempo muy caprichosa mi abuelo su padre le dijo desde niña que ella era una princesa mi abuela su madre le dijo que ella era su más preciado tesoro,0
997,a mi me caga facebook es como ir al tianguis mujeres maquilladas como payasos tipos con cara de malvivientes venta de teléfonos bicicletas autos viejos en fin hiciste bien en quitar esa cosa,1
998,a mí me cagan estos reporteritos mierdas mira que parece que esta pinche gorda de mierda les impone un miedo,1
999,a mi me dan ganas de destrozarte el cuello,1
1000,a mi me encanta todo el reguetón cantado por mujeres porque me fascina verlas tan empoderadas llenas de vida y disfrutando de su sexualidad ademas de que son dueñas de ellas mismas,0
1001,a mi me gusta cocinar pero ni de pedo lavar platos  ,0
1002,a mi me gusta mucho ser abogada que no la arme es otra cosa pero de que me gusta me gusta ,0
1003,a mi me gusta que me presuman que me quieran en voz alta tremenda mujer que soy no me merezco menos la verdad,0
1004,a mi me gustaría que me dijeran contadora siempre  y no por ser mamona  si no porque me encanta mi carrera ,0
1005,a mí me han dejado de seguir por feminista tu echa todo el amor ,0
1006,a mi mujer le pego lo normal,1
1007,a mi mujer por su cumpleaños le compré un collar y tú a la tuya yo nada yo aún la dejo suelta ,1
1008,a mi no me gusta ni me atrae la onda del chi no mames hable bien wey,0
1009,a mí no me importa si tienen muchas tetas o pocas mientras estén flaca,1
1010,a mi no me invitaban en tu casa,0
1011,a mi novia yo he matado,1
1012,a mí sí me encanta que me digan que soy putazorra y perra cuando me están cojiendo eso me calienta más,1
1013,a mi si me gusta usar un chingo de filtros y verme bien culera en persona,0
1014,a mi siempre me dan unos pinches nervios mamones al arranque de cualquier gp en esta ocasión no fue la excepción y sigo con los nervios a tope aquí va a ganar quien tenga mejores habilidades al volante la pista se irá secando y la estrategia será fundamental gpsingapur,0
1015,a mi tampoco me gusta que elnorte esté queriendo imponer al candidato para nuevo león otra vez no les basta con el daño que le han hecho a nuevo león imponiendo malos gobernadores cuestionó lopezobrador  notimextv notimex,0
1016,a mí un psicólogo me convenció de que un tío abusó de mí para poder abusar de mí conozco psiquiatras que han hecho lo mismo con sus pacientes mierda hay hasta con títulos,0
1017,a mi vecina la perra,1
1018,a muchas mujeres se les prohíbe participar en reuniones familiares cocinar tocar una jarra de agua o incluso dormir en la misma habitación que sus pareja ,1
1019,a mujer es el sexo débil e inferior con respecto al sexo masculino,1
1020,a mujer es por así decirlo el alma de la casa es la que realiza las tareas domésticas y acompaña y cuida al hombre cuando éste lo necesita por ejemplo en ,1
1021,a mujer es un instrumento para el hombre  instrumento de placer de reproducción de higiene de cuidado ,1
1022,a mujer que existe para servir al hombre ,1
1023,a mujer siempre al servicio del santo varón ,1
1024,a nadie le faltan fuerzas lo que a muchísimos les falta es voluntad,0
1025,a nosotras nos matan por el hecho de ser mujeres,1
1026,a palabras necias oídos sordos,0
1027,a parte de bonita niña bien,1
1028,a partir de los 30 solo piensan en casarse y tener hijos ,1
1029,a perro flaco todo son pulgas,0
1030,a perro viejo no hay tus tus,0
1031,a pesar de que la sede de la escuela primaria fausta careta recibe a los cuatro municipios más grandes de la huasteca que son huejutla san felipe orizatlán jaltocán y huazalingo la vacunación fluye de manera rápida,0
1032,a pesar de ser un solitario mi conciencia de pertenecer a la comunidad invisible de aquellos que luchan por la verdad la belleza y la justicia me ha impedido sentirme aislado,0
1033,a pinches vatos con novia no hagan eso me cagan ,0
1034,a pura naca le gusta que la inviten a los tacos,1
1035,a quien debes retar impresionar y superar es a ti misma,0
1036,a quien dios no le dio hijos el diablo le dio sobrinos,0
1037,a quien dios se la diere san pedro se la bendiga,0
1038,a quien le estás ofreciendo las nalgas,1
1039,a quien madruga dios le ayuda,0
1040,a quién más le caga el bailecito ridículo de la víbora de la natalia digo para hacermel compa juegosurvivor,1
1041,a quien putas le gusta el calooooor estoy sentado en la sombra y estoy sudando nmms q puta hueva,0
1042,a quien putas se le habrá ocurrido el partir pedacitos de jabón como método de entretenimiento ,0
1043,a rey muerto rey puesto,0
1044,a río revuelto ganancia de pescadores,0
1045,a saber como ha llegado esa a donde está,1
1046,a san luis potosí no le bastaba con ser un estado que apesta culerisimo su gente es manonsisima y pendeja ahora los hdspm se les ocurrió importar el covid de los pendejos que cagan en la calle chsm cada qué respiren pinches come tunas,0
1047,a ti mujer madre esposa hermana novia amiga a ustedes las mujeres fuente insustituible de la vida apoyo esperanza y calidez para los hombres y las civilizaciones,0
1048,a ti mujer que chupas como albañil feliz día del hombre,1
1049,a todas las mujeres les gusta que les digan un piropo aquellas que dicen que no que se ofenden no les creo nada no puede haber nada más lindo por más ,1
1050,a tu hermano lo dejo salir hasta tarde porque los hombres no se embarazan,1
1051,a tu pinche vieja,1
1052,a tu pinche vieja,1
1053,a un gran corazón ninguna ingratitud lo cierra ninguna indiferencia lo cansa,0
1054,a una mujer que no sepa planchar lavar y cocinar no la quiere nadie ,1
1055,a una mujer se le debe enseñar a creer en la protección de sí misma y no depender de un hombre para su protección,0
1056,a una persona naturalmente confiada le lleva bastante tiempo reconciliarse con la idea de que después de todo dios no lo ayudará,0
1057,a veces creo que esas chavas hacen eso para que accidentalmente las descubra un productor de hollywood y cumplan sus sueños pendejos dedícate a hacer porno y ya mamita cuando haces algo bien cobra por ello  nada más andas enseñando las putas nalgas gratis no mames,1
1058,a veces ni del pinches 6 tienen  y luego yo que soy del 6 y tengo que usar una plantilla especial en el zapato para caminar y tengo que pedir medio número o uno más grande  me cagan,0
1059,a veces no necesitas alguien que te levante del suelo sino alguien que se acueste a tu lado hasta que decidas levantarte,0
1060,a veces nuestro destino semeja un árbol frutal en invierno quién pensaría que esas ramas reverdecerán y florecerán mas esperamos que así sea y sabemos que así será,0
1061,a veces pienso que dios creando al hombre sobreestimó un poco su habilidad,0
1062,a veces pienso que la prueba más fehaciente de que existe vida inteligente en el universo es que nadie ha intentado contactar con nosotros,0
1063,a veces podemos pasarnos años sin vivir en absoluto y de pronto toda nuestra vida se concentra en un solo instante,0
1064,a veces se me antoja ser una mamá whitexican,0
1065,a veces si pega la nostalgia de ver a un papá conviviendo con su hijx es rara la sensación de saber que ya no está físicamente la figura paterna,0
1066,a veces solo me tranquilizaría pegarte muy fuerte,1
1067,a veces te mirocallada y ausente ,1
1068,a ver claudia muy activista del mundo y sales con pendejadas asi educate inmadura,1
1069,a ver pendejas ya pasó el día de la mujer pónganse a lavar los trastes barrer y trapear como dios manda y paren de mamar,1
1070,a ver pinche excremento cuando le negaron el registro al partido de margarita hasta te reiste en tu programa de entretenimiento ahora que aplican la ley y vas perdiendo ya no te gusta dictador de mierda no vas a ganar eres un palero no un líder no harás historia basura,0
1071,a ver pinche vieja,1
1072,a ver pinche vieja  me gusta chacha,1
1073,a ver pinche vieja  y así tengo uno  y cada le hagas se mepara ,1
1074,a ver pinche vieja  yo no me iba a rogar  o regresas ya conmigo  o te vas a ti sola,1
1075,a ver pinche vieja  yo no me iba a rogar  o regresas ya conmigo  o te vas a ti sola,1
1076,a ver pinche vieja  yo no sabia ,1
1077,a ver pinche vieja  yo no soy si,1
1078,a ver pinche vieja  yo no te voy a llorar con la vida,1
1079,a ver pinche vieja yo no te voy a rogar ,1
1080,a ver si te me acercas más  un culito prestigioso,1
1081,a ver las mujeres tienen menos fuerza,1
1082,a ver las tías tenéis menos fuerza,1
1083,a vivir se aprende toda la vida y toda la vida se ha de aprender a morir,0
1084,a vosotros políticos os hemos formado en interés del estado tanto como en el propio vuestro para que seáis en nuestra república nuestros jefes y vuestros reyes,0
1085,aaaa cabron ora si que ya no saben ni contar garriaga nomas no cuadran las cifras millones de piojos en tu cabecita 118k retuits 298 citados y 655k me gusta ahi nos avisas cuando llegues a tu 1er millon nseas hablador prianrdine jo saquese lucrador zopilote,0
1086,aaaaa pinches gringos me hiper cagan ,0
1087,abc ando bien crudo,0
1088,aber enseña las chichis,1
1089,aborrezco a la mujer sabia,1
1090,aborrezco a la mujer sabia que no viva bajo mi techo la que sepa más que yo y más de lo que conviene a una mujer ,1
1091,abril aguas mil,0
1092,abrirme de patas es mi pasión,1
1093,absurda  ociosas mujeres no tienen saber que te detengo a la verga,1
1094,abusaron de ella toda la noche hasta la mañana,1
1095,acá me dan lo que quiero  chingan cuando yo les digo  ninguna me pone pero  dos son casadas  hay una soltera  la otra medio psycho,1
1096,acá me dan lo que quiero  chingan cuando yo les digo  ninguna me pone pero  dos son casadas  hay una soltera  la otra medio psycho,1
1097,aca otra prueba más de que las morras no deben de salir de la cocina ya que afuera dicen puras babosadas,1
1098,acá tampoco nos gusta que la gente de fuera venga a delinquir soy conciente de que la migración a mi país no es tanta como la que hay en el tuyo pero si entiendo que no se sientan representados por gente tan miserable como para aventar a alguien por las escaleras,0
1099,acabo de escuchar una entrevista de un muchacho que fue abusado sexualmente desde que tenía 5 años hasta los 18 años su mamá era drogadicta y alcohólica en su casa nunca hubo muestras de amor sano solo golpes y abusos por parte de las parejas de su madre,0
1100,acabo de tener una interacción bn bonita,0
1101,acabo de ver qué uno de los trends es decirle a lily tellez roba maridos posiblemente lo sea pero con que cara la acusan los chairos si uno de sus ,0
1102,acariciando y venciendo a las mías ,0
1103,acaso las morras sin papá ya empezaron a chingar con eso,1
1104,acho la mama de mi hija tiene mas trucos que batman,0
1105,acomplejada prieta ya estate a callar pinche prófuga del metate,1
1106,aconseja al ignorante te tomará por su enemigo,0
1107,aconsejar economía a los pobres es a la vez grotesco e insultante es como aconsejar que coma menos al que se está muriendo de hambre,0
1108,acoso sexual presunción de utilización de su cuerpo para la obtención de logros profesionales y a la vez acosarlas sexualmente ,1
1109,actividades del ámbito sanitario y la educación o profesiones como la peluquería o la costura se relacionan sobre todo con las mujeres ,1
1110,actuar es fácil pensar es difícil actuar según se piensa es aún más difícil,0
1111,acusa a jaimerdznl de dejarle un mugrero,0
1112,acusalo con tu mamá kiko pinche llorón primero la trae como chacha metida en toda la campaña,1
1113,adán fue engañado por eva no eva por adán ,1
1114,adelgaza vaca burra,1
1115,adelgazar ha adelgazado pero ahora está muy flácida ,1
1116,además tiene como 60 años y varices,1
1117,admirada tú serás si callada siempre estás,1
1118,admiro la alta autoestima de esa porcina ven lo que provocan pinches urgidos ahora cualquier lonjuda se siente un culo inalcanzable,1
1119,adoro los placeres sencillos son el último refugio de los hombres complicados,0
1120,adquirir desde jóvenes tales o cuales hábitos no tiene poca importancia tiene una importancia absoluta,0
1121,aflojar con unos golpes,1
1122,aflojó el cuerpo,1
1123,afortunado en el juego desgraciado en amores,0
1124,agárrala pégala azótala pégala sácala a bailar que va a por toas pégala azótala agárrala que ella va a toas agárrala pégala azótala ,1
1125,agarrarlas pa los hombres en potencia autoridad,1
1126,agarrarlas por el coño,1
1127,agarren a sus gallinitas porque mi gallo anda suelto,1
1128,agarren esa pendeja y metanlá en el costal donde pusimos a los otros 20000 pendejos únicos que no vieron la serie,1
1129,agosto frío en rostro,0
1130,agradece que tú esposo no te salió golpeador y alcohólico,1
1131,agua de pozo y mujer desnuda llevan al hombre a la sepultura ,1
1132,agua pasada no mueve molinos,0
1133,agua por mayo pan para todo el año,0
1134,agua por san juan quita vino y no da pan,0
1135,aguacates y mujeres maduran a puros apretones,1
1136,ah caray si me despertaron pero los pinches precios jajajajajaja se maman lo vemos por tv ,0
1137,ah como me gusta su pinche vozzzz,0
1138,ah mamá no se le presenta cualquier piojosa,1
1139,ah pero tu tú eres la jefa,1
1140,ah pero tu tú eres la jefa,1
1141,ah que eres lesbiana pues parecías maja,1
1142,ah que eres lesbiana pues parecías maja,1
1143,ah que sabes de fútbol a ver quién ganó la champions en el 97,1
1144,ah mira nada más yo acá en miami pagando impuestos para que esa pinche vieja vividora venga a vacunarse aquí de a gratis,1
1145,ah una dama de la categoría nerd mamador extrañaba ese perfil desde que salí de la escuela,1
1146,ahhh jaja me recordarte mi infancia ese anime era una obra de arte hasta que sacaron la 3ra temp apartir de ahí se fue al carajo,0
1147,ahí están tus chingaderas así quieres que voten por ti estás pendeja arrepentidodevotarporclaudia,1
1148,ahí viene la perra que te gusta bro,1
1149,ahora le puse la federal,0
1150,ahora le puse una condición que se mueva y que no pares sin ropa y sin modales,1
1151,ahora me doy cuenta de que las morras que me cagan realmente no me caen mal más bien no soporto cómo bse comportan los hombres a su a nuestro alrededor en fin creo que hay personas chidas y culeras en general no es cuestión de género,1
1152,ahora me tienes atrapado entre tus tetas,1
1153,ahora me tienes atrapado toda la boca una golfa,1
1154,ahora mismo las chicas se dividen entre las que saben perrear y las que no saben perrear,1
1155,ahora que estás lejos de mi no sabes cuanto te extraño ,0
1156,ahora resulta que a todas las violaron las acosaron las manosearon,1
1157,ahora resulta que uno no debe criticar su mal juego no de hoysino de hace unas semanas en el torneo solo xq uno no ha ganado títulos no mames les gusta ser conformistas creer q ser 1er lugar es la gran cagada caz mostrando que no se vale soñar y es ir partido a partido,0
1158,ahora sé por qué nadie quiere salir contigo,1
1159,ahora si bye alcohol,0
1160,ahora si las kunnatis son importantes verdad  por que todas las q están aquí son ellas y el q hace este vídeo es taco el que insulta y las tiene bloqueadas a todas waoooo la gente hipócrita y sin criterio me encanta cómprate una vida,0
1161,ahora sí que te escribí una carta y no me contestaste,0
1162,ahora siempre te hago todo lo que necesitas  pa hacerte venir,1
1163,ahora siempre te hago todo lo que necesitas  pa hacerte venir,1
1164,ahora solo excusas gastos innecesarios y todo un desastre,0
1165,ahora soy el chile que no tienes la zorra,1
1166,ahora soy el chile que no tienes la zorra,1
1167,ahora te encanta la traición la doble moral la corrupción los malos hábitos la hipocresía el hablar por hablar la codicia el querer seguir saqueando al país y muchas cosas más te observamos con microscopio querida hormiga a echar a volar a idiotas cómo tú feliz día,1
1168,ahora te lo meto yo,1
1169,ahora todo es machismo ya no se puede hacer un chiste ,1
1170,ahora todo es machismo ya no se puede hacer un chiste ,1
1171,ahora ya ni se puede ser niño porque se ofenden las morras horóscopo,1
1172,ahorita le hagas que me adoras  pinche alcohólica,1
1173,ajajajajajajajajajaajaja esa esta mas usada que panocha de prostituta,1
1174,al asno y a la mujer a palos se han de vencer ,1
1175,al buen callar llaman sancho,0
1176,al buen pagador no le duelen prendas,0
1177,al burro muerto cebada al rabo,0
1178,al cabo de los años he observado que la belleza como la felicidad es frecuente no pasa un día en que no estemos un instante en el paraíso,0
1179,al contacto del amor todo el mundo se vuelve poeta,0
1180,al envejecer el hombre construye su rostro y la mujer lo destruye ,1
1181,al final el amor así es es libre y te líbero de estarme tratando de complacer te liberó y te perdono y me perdonó porque sé que si algún día llegaras será porque la flor floreció y en ese momento sabre qué fuiste y serás mía,0
1182,al final las más machistas son las mujeres,1
1183,al freír será al reír,0
1184,al hablar como al guisar su granito de sal,0
1185,al hombre en el lugar de sujeto y a la mujer en el lugar de objeto,1
1186,al mal caballo espuela mala mujer palo que duela,1
1187,al maltrato  se puso bella,1
1188,al maltrato  se puso bella,1
1189,al marido quererlo como amigo y temerlo como enemigo,1
1190,al marido tenerlo quererle y obedecerle ,1
1191,al menos estoy soltera por traumada y no por fea,1
1192,al menos yo acepto que suelo ser mamona pero ustedes se juran un pan de dios y caen peor de gordas,1
1193,al pan pan y al vino vino,0
1194,al perro que tiene dinero se le llama señor perro,0
1195,al presidente le hablan de espionaje a periodistas no los baja de vendidos aplaudidores del gobierno anterior y dice que es mentira pero además se pone de víctima mostrando cómo lo espiaban a él ,0
1196,al principio puede parecer que ser muy guapa es un engorro porque puede provocar que otras mujeres te envidien hasta el punto de intentar liquidarte no te ,1
1197,al principio todos los pensamientos pertenecen al amor después todo el amor pertenece a los pensamientos,0
1198,al que al cielo escupe en la cara le cae,0
1199,al seguir una vocación masculina estudiar y trabajar como un hombre la mujer hace algo que no corresponde del todo con su naturaleza femenina sino que es ,1
1200,al seguir una vocación masculina estudiar y trabajar como un hombre la mujer hace algo que no corresponde del todo con su naturaleza femenina sino que es ,1
1201,alábate cesto que venderte quiero,0
1202,albarda arrastrada,1
1203,alch ya mátate morra pendeja,1
1204,algo así como ayotzinapa lo dicho todos los partidos son la misma mierda solo que unos días te gusta tragar de una mierda y otros de otra y así se te va la vida mi querido chapu,0
1205,algo le dio el diputado trans qué no volvió a ser el mismo ,0
1206,algo muy real pero muy crudo cada día tu tiempo vale más porque te queda menos úsalo sabiamente piensoymedito,0
1207,algo sacarían si todas se callaron,1
1208,algo tendrá el agua cuando la bendicen,0
1209,alguien debería cgerte hasta sacarte lo queer,1
1210,alguien me dice como se llama la puta canción,0
1211,alguien que pueda ayudarme a matarla,1
1212,alguien quiere ser mis novio de domingos ,0
1213,alguien tuvo padre ausente,1
1214,algún día me iré me echarás de menos vendrás en mi busca y no estaré,1
1215,algún día mírate hacía atrás y veré qué he vivido más tiempo sin tí de lo que viví contigo maldita sea,0
1216,algún dinero evita preocupaciones mucho las atrae,0
1217,algunas de nosotras nos estamos convirtiendo en los hombres con los que queríamos casarnos,0
1218,algunas mujeres poseen en forma natural cinturas pequeñas pero en lugar de considerar estas formas como hermosas deberían ser consideradas defectuosas,1
1219,algunas personas llegan a nuestra vida como bendiciones y otras se van como lecciones,0
1220,algunos creen que para ser amigos basta con querer como si para estar sano bastara con desear la salud,0
1221,algunos hay que parecen zurdos de las dos manos,0
1222,algunos hombres saben cómo seducir a las mujeres hasta que caen en sus redes,1
1223,algunos llaman razonamiento a encontrar argumentos para seguir creyendo lo que creen,0
1224,alice  remilia fumo ,0
1225,alir con putas,1
1226,allá van leyes do quieren reyes,0
1227,allí donde alguien lucha por su dignidad por la igualdad por ser libre mírale a los ojos,0
1228,allí donde el mando es codiciado y disputado no puede haber buen gobierno ni reinará la concordia,0
1229,allí donde se queman los libros se acaba por quemar a los hombres,0
1230,allí si vamos a vivir el horror de una dictadura ella está aún más loca y enferma de poder que lópez obrador ,0
1231,alm que cachonda jajajajajajajajajjajajaja no ma si estás bien preciosa,1
1232,alta cama y poca ropa es señal de gente loca,0
1233,alv estoy hasta el pene de crudo,0
1234,alv que tu propia familia te tire mierda es otro pedo,0
1235,alv se ve bien artificial la perra esa,1
1236,alv ya me puse a celar a un vato que ni me gusta jajaja neta que pedooo,0
1237,ama a quien no te ama responde a quien no te llama andarás carrera vana,0
1238,ama como puedas ama a quien puedas ama todo lo que puedas no te preocupes de la finalidad de tu amor,0
1239,ama la verdad pero perdona el error,0
1240,ama y haz lo que quieras si callas callarás con amor si gritas gritarás con amor si corriges corregirás con amor si perdonas perdonarás con amor,0
1241,amad a esta iglesia permaneced en esta iglesia sed vosotros esta iglesia,0
1242,amamos siempre a los que nos admiran pero no siempre a los que admiramos,0
1243,amanecí astranal y crudo ,0
1244,amar la verdad por amor a la verdad es la parte principal de la perfección humana en este mundo y la semilla principal de todas las otras virtudes,0
1245,amarse a sí mismo es el comienzo de una aventura que dura toda la vida,0
1246,amarte es un placer  no se complica,0
1247,amarte es un placer,0
1248,ambos crímenes van en aumento y afectan los ingresos de las empresas formales en méxico qué se puede hacer para frenarlo expertos nos cuentan,0
1249,amiga ni creas que nadie se dio cuenta que le estás echando los perros al jefe eh podrías bajarte un poco más la falda zorra,1
1250,amigas amigos con todo respeto para casi todas las mujeres menos para esta pendeja dice qué sintió vergüenza por qué nuestro presidente fue a washington  y la muy hdspm no se avergüenza por tener cara de manilla de béisbol y por tartamuda oposicionmoralmentederrotada ,1
1251,amigo reconciliado enemigo doblado,0
1252,amigos vatos si uds traen una máquina tipo mustang o una harley no es nada necesario que le pisen para llamar la atención en la calle créanme andar en una madre de esas ya es un lujazo se ven mal y pierden el encanto,0
1253,amikaaaaaaa yo lo conocí antes que tú y ademas nomas es mi amigooooooo no hay otro interés intérnate pinche vieja loca,1
1254,amo la feminidad sin estridencias con un estilo elegante que se fija en los detalles importantes,0
1255,amo los días que voy a visitar a mi mami son simplemente p e r f e c t o s,0
1256,amo mucho tu delineado,0
1257,amo que con mi familia paterna aplica el todos para uno y uno para todo obvio hay excepciones,0
1258,amo ver los videos de las niñas eligiendo su ofniii en tiktok ,0
1259,amo wooow eres tan poderosa ,0
1260,amooo de dónde son los aretes,0
1261,amor con amor se paga,0
1262,amor de fea no tiene contra ,1
1263,amor es mi mamá esperando a que regrese de guardia para contarle mi día amor es mi mamá haciendo lo imposible para que logre terminar mi carrera amor es mi mama con sopita caliente y los brazos abiertos llorarle mis penas del hospital amor es mi mamá,0
1264,amor sin celos no lo dan los cielos,0
1265,amor vengo muy cansado del trabajo no me lo eches en cara ,1
1266,analogía equivocada tatclouthier es una dama  en toda la extensión de la palabra y lillytellez es todo menos una dama ,1
1267,anda jugándole a la tuitera sensible no es la primera vez que a gabriela le arriman una que otra somanta se cobija en el no podíamos saber ya de fue a acostar por que dice que andan enojados,1
1268,ándale así arreglate para que te vean chula y te presuman en sus estados,1
1269,andan denunciando a todo el mundo de violador mientras cantan tú quiere que sea chivirika putona papi ven y detona que tenga un chapón te encanta este culo ya estoy dando para papi deja tu emoción tantita madre,1
1270,andar bien vestida hace a la moza garrida,0
1271,andar con escotey tambienel masacote,1
1272,andar de princesita,1
1273,ande yo caliente ríase la gente,0
1274,ando bien caliente quien quiere culear,0
1275,ando muy amigui de mi mamá pero la señora me agarró de chacha,1
1276,ando vibrando bn bajo ,0
1277,angélica maría junto a césar costa enrique guzmán alberto vázquez entre algunos otros a quienes el conservadurismo mexicano no censuró como a otros grupos pioneros del rock en méxico,0
1278,angelina jolie comentó que salió con tantas personas distintas que hace que yo parezca un principiante por eso no me parece atractiva,1
1279,ante dios todos somos igualmente sabios e igualmente insensatos,0
1280,ante dios todos somos igualmente sabios e igualmente insensatos,0
1281,ante todo respetáos a vosotros mismos,0
1282,antes creía en el feminismo después me puse a leer,1
1283,antes de casarte abre los ojos y ya casada ciérralos un poco ,1
1284,antes de dar al pueblo sacerdotes soldados y maestros sería oportuno saber si no se está muriendo de hambre,0
1285,antes de empezar un viaje de venganza cava dos tumbas,0
1286,antes de salir de casa mírate en el espejo y quítate un accesorio,0
1287,antes del impresionismo no había sombras azules,0
1288,antes estaba mejor cómo se nota que los años pasan por todas ,1
1289,antes las distancias eran mayores porque el espacio se mide por el tiempo,0
1290,antes que te cases mira lo que haces,0
1291,año de nieves año de bienes,0
1292,apaga la luz y quítate la ropas es que en verdad no quisiera verte en pelotass estás media gordita pero chupas chévere ,1
1293,apaga la luz y quítate la ropas es que en verdad no quisiera verte en pelotass estás media gordita pero chupas chévere ,1
1294,apenas iba a poner un tw tirándole mierda a las chivas y metieron gol jajajaja salav,0
1295,aplica esa de  pégame pero no me dejes ,1
1296,apolo el dios de la medicina solía enviar las enfermedades en el principio los dos oficios eran uno solo y sigue siendo así,0
1297,aprende a ser bonita y obediente es lo único que te da valor como mujer ,1
1298,aprende a vivir y sabrás morir bien,0
1299,aprendemos de la experiencia que los hombres nunca aprenden nada de la experiencia,0
1300,aprendemos o por inducción o por demostración la demostración parte de lo universal la inducción de lo particular,0
1301,aprender sin pensar es inútil pensar sin aprender peligroso,0
1302,aprender sin reflexionar es malgastar la energía,0
1303,aprendiendo a morir se aprende a vivir mejor,0
1304,aprovecha que es mona para conseguir seguidores,1
1305,aprovecharé este espacio para comunicarte que  tus nalguitas serán mias  sin necesidad de mezcal,1
1306,aprueba a los buenos tolera a los malos y ámalos a todos,0
1307,aquel que es demasiado pequeño tiene un orgullo grande,0
1308,aquel que gobierna por medio de su excelencia moral puede compararse a la estrella polar que permanece en su sitio en tanto todas las demás estrellas se inclinan ante ella,0
1309,aquél que lo piensa mucho antes de dar un paso se pasará toda su vida en un solo pie,0
1310,aquel que tiene un porqué para vivir se puede enfrentar a todos los cómos,0
1311,aquellos cuya conducta se presta más al escarnio son siempre los primeros en hablar de los demás,0
1312,aquellos que cederían la libertad esencial para adquirir una pequeña seguridad temporal no merecen ni libertad ni seguridad,0
1313,aquellos que educan bien a los niños merecen recibir más honores que sus propios padres porque aquellos sólo les dieron vida éstos el arte de vivir bien,0
1314,aquí disfrutando la serenata de otra mamá  jaja,0
1315,aquí en san luis indudablemente las mujeres votarán por una mujer o me equivoco por simple equidad de género y porque requerimos a una dama en la gubernatura,1
1316,aquí en twitter hay muuchos vatos pregonando a los cuatro vientos que ellos sí son woke y feministos y que jamás le harían daño a nadie se esfuerzan mucho para que todos les crean no se cansan de querer llamar la atención,0
1317,aquí estas mejor chiquita,1
1318,aquí fue mi culpa por celos,0
1319,aquí huele a tengo problemas en casa o no tengo papá,1
1320,aqui la gente es muy recatada por el miedo al que diranentoncea no causan la polemica necesaria en cambio la voz es un bum por hacer la victima y eso a la gente le gusta,0
