text,label
Despues que suelta el culo.,1
"Después, unas se dejan, otras no. Eso ya va por provincias.",1
"Desquiciada, esos productos que toma ya le están afectando",1
"Detesto la vulgaridad del realismo en la literatura. Al que es capaz de llamarle pala a una pala, deberían obligarle a usar una. Es lo único para lo que sirve.",0
"Detesto lo que escribes, pero daría mi vida para que pudieras seguir escribiéndolo.",0
Detrás de cada mujer existe una historia que la convierte en guerrera,0
Detrás de un hombre hay una gran mujer.,1
"Di mi hija por mujer a este hombre, pero él la aborrece .",1
día de la mujer.,0
"diablo , nunca me falles.",0
Diana Michel ?? // RINA,0
"Días de mucho, vísperas de nada.",0
Dice @MBarbosaMX que se fué con el novio,1
Dice la candidata que su papá la abandonó.,1
Dicen que el hombre no es hombre mientras no oye su nombre de labios de una mujer,0
Dicen que el mono es tan inteligente que no habla para que no lo hagan trabajar.,0
"Dicen que fue por trata de blancas, pero en realidad rescataron a pura pinche sirvienta prieta de provincia.",1
dicen que la mataré,1
dicen que la mataré.,1
"Dicen que las lesbianas pueden con cualquier reparación... les he fallado, rompí un cancel...",0
"Dicen que soy un gran escritor. Agradezco esa curiosa opinión, pero no la comparto. El día de mañana, algunos lúcidos la refutarán fácilmente y me tildarán de impostor o chapucero o de ambas cosas a la vez.",0
dices que soy un idiota.,0
Dichoso es aquel que mantiene una profesión que coincide con su afición.,0
diferencia entre un beso.,0
"Diferentes en la vida, los hombres son semejantes en la muerte.",0
Digan lo que diga si la veo asi me pego a su entrepierna..valiendo chorizo,1
"Díganle que me gusta un chingo, porque yo le voy a caer gorda por decírselo tanto ??",0
Díganme boomer pero sus pinches apps para pedir comida como Uber Eats son una puta mierda y más que nada son los tiempos de entrega los que me cagan.,0
"Dijeras ""La chava está guapa"" pero ni eso",1
Dijeron arriba los pendejos y esta culera voló,1
Dijo la mujer al diablo: ¿te puedo ayudar en algo.,1
Dijo la putita,1
"Dijo la sartén al cazo: quítate allá, que me tiznas.",0
dile a su madre que me fabrique otra igualita.,1
Dile a tu dueño.,1
dile a tu dueño.,1
Dile a Xama que se veía bonita cuando la arrestaron jajajaja pinche bandita se la mama ??,0
dile que muero de celos por el.,1
"diles , que te arruina el culo . lucía.",1
Dime amigo: ¿La vida es triste o soy triste yo?,0
"Dime con quien andas, y te diré quien eres.",0
dime cual es tu plan.,0
Dime de qué presumes y te diré de qué careces.,0
"dime hasta que puedas chingada , vete , muévelo , mátala , mátala , mátala.",1
"Dime que tu show de mierda era otra cosa complemente ajena a la marca que le terminaron poniendo encima, en un descarado intento de que se venda mejor. https://t.co/epds8ZexG4",0
"dime si conmigo quiere hacer travesuras , que yo lo he notao.",0
dime si conmigo quiere hacer travesuras.,0
"Dime y lo olvido, enséñame y lo recuerdo, involúcrame y lo aprendo",0
"Dime y lo olvido, enséñame y lo recuerdo, involúcrame y lo aprendo.",0
Dinero llama dinero.,0
"Dios aprieta, pero no ahoga.",0
Dios creó a Adán dueño y señor de todas las criaturass pero Eva lo estropeó todo.,1
Dios es para los hombres y la religión para las mujeres.,0
"Dios es sofisticado, pero no malévolo.",0
Dios existe; pero no tiene ninguna prisa en hacerlo saber.,0
"Dios ha creado al hombre como una animal sociable, con la inclinación y bajo la necesidad de convivir con los seres de su propia especie, y le ha dotado, además, de lenguaje, para que sea el gran instrumento y lazo común de la sociedad.",0
Dios ha muerto. Parece que lo mataron los hombres.,0
"Dios hizo el campo, y el hombre la ciudad.",0
"Dios lo que más odia después del pecado es la tristeza, porque nos predispone al pecado.",0
Dios los cría y ellos se juntan.,0
"Dios me dé marido rico, y mejor si es borrico .",1
Dios me perdonará: es su oficio.,0
Dios mio.... ¿Que no pueden estas morras putas y abidas de atención tomar algo con verdadera seriedad POR SOLO 5 MINUTOS?,1
dios no los aprieta donde se acaba.,0
"Dios no manda cosas imposibles, sino que, al mandar lo que manda, te invita a hacer lo que puedas y pedir lo que no puedas y te ayuda para que puedas.",0
Dios no recibe respuestas con palabras.,0
Dios nos ha dado la lengua para que podamos decir cosas amables a nuestros amigos y duras verdades a nuestros enemigos.,0
Dios sigue tan hermosa como el último día que la vi,0
"Dios, parece sacado del libro “Las niñas bien”",1
"Dios, que te creó sin ti, no te salvará sin ti.",0
"diosito te la tiene sentenciada,. ",1
"Director General del Instituto Tecnológico Superior de Santa María del Oro, el Ing. Jaime Daniel González Reséndiz. https://t.co/uWLdWvjNZ3",0
"disculpanos, esta pendeja no nos representa",1
"Discúlpeme, no le había reconocido: he cambiado mucho.",0
disfrutar a mi esposo.,0
"Disponible para dama, caballero y niñ@. ",0
Divide las dificultades que examinas en tantas partes como sea posible para su mejor solución.,0
"doctora. Pero si la señora escribe con faltas de ortografía, no puede hilar dos frases o dar un pésame con dignidad. Jajajaja",1
Dólares: Son esos imprudentes billetes americanos que tienen diverso valor y el mismo tamaño.,0
dominio del hombre sobre la mujer.,1
Donde estan la viejas mitoteras feministas cuando se ocupan?????,1
Dónde existen grupos fuertemente armados y los polis que tú conoces no rifan,0
"Donde hay celos hay amor, donde hay viejos hay dolor.",0
Donde hay educación no hay distinción de clases.,0
"Donde hay mujeres, hay diablo también .",1
"Donde hay patrón, no manda marinero.",0
donde la figura femenina es pintada con los pechos desnudos que momentos antes ha utilizado para apaciguar al hombre que yace sobre sus piernas.,1
"Donde la igualdad no se discute, allí también hay subordinación.",0
"Donde las dan, las toman.",0
"Donde menos se piensa, salta la liebre.",0
"Donde mora la libertad, allí está mi patria.",0
Donde no hay caridad no puede haber justicia.,0
"Donde no hay harina, todo es mohína.",0
"Donde reina el amor, sobran las leyes.",0
dónde se encuentra el valor de una mujer y que este puede comprarse con dinero.,1
Donde se quiere a los libros también se quiere a los hombres.,0
Donde? Yo jalo,0
"Dondequiera que fueres, haz lo que vieres.",0
Dormía y soñaba que la vida era bella; desperté y advertí que la vida era deber.,0
Dos cosas contribuyen a avanzar: ir más deprisa que los otros o ir por el buen camino.,0
"Dos cosas llenan el animo de admiración y respeto, siempre nuevos y crecientes, cuanto con mas frecuencia y aplicación se ocupa de ellas la reflexión: el cielo estrellado sobre mi y la ley moral en mi.",0
Dos especies de lágrimas tienen los ojos de la mujer: de verdadero dolor y de despecho.,0
"Dos excesos deben evitarse en la educación de la juventud; demasiada severidad, y demasiada dulzura.",0
Dulce María se siente muy orgullosa con su maternidad y sin duda es una mamá ejemplar ?? https://t.co/brtBCNOk3x,0
e enreda a los hombres,1
e enreda a los hombres.,1
e llas se dedican a cuidar de la casa y su educación no es considerada tan importante.,1
"e lo meto yo , yo te preocupes ahora la maté",1
"e lo meto yo , yo te preocupes ahora la maté.",1
e quepa más rico para ser un animal de los demás como son mujeres,1
e refirió a la mujer como nalguita .,1
Echa ese culito pa aca pa meterle solido.,1
Economizad las lágrimas de vuestros hijos a fin de que puedan regar con ellas vuestra tumba.,0
Educación es lo que queda después de olvidar lo que se ha aprendido en la escuela.,0
Educad a los niños y no será necesario castigar a los hombres.,0
"Educar no es dar carrera para vivir, sino templar el alma para las dificultades de la vida.",0
Efecto came on at the gym today and I tried my hardest not to drop everything and start dancing,0
Ejecutan a mujer en la colonia Primero de Mayo https://t.co/9nECpS7rxp,0
"El ""derecho a decidir"" ya lo tienen. Que ""decidan"" puras pendejadas es otra cosa.",1
"El #bullying es el reflejo de la violencia que viven niñas, niños y adolescentes en su día a día. Su prevención y atención es obligación de las autoridades escolares, las familias y la comunidad. Infórmate",0
El ?no? de una mujer significa: ?ruégame un poco más.,1
El ?no? de una mujer significa: ?ruégame un poco más.,1
El ?no? de una mujer significa: ?ruégame un poco más?,1
El @ClubPueblaMX  ganando merecidamente a pesar del chivar y el mejor hombre de las birrias Ratander.   2 penales clarisimos a favor de la franja y ni siquiera los fue a revisar.   Ni le disimula tantito,0
"El abandono del bien común, pero eso sí regalando el dinero público ",0
"El aborto no es una solución. Por que, que fácil sería matar a tu hijo para no acerté cargo, verdad?",1
"El acto más valiente es pensar por una misma, en voz alta",0
El Afa El Jefe.,1
el alma de ser puta a la fregada,1
el alma de ser puta a la fregada.,1
El alma desordenada lleva en su culpa la pena.,0
"El alma es aquello por lo que vivimos, sentimos y pensamos.",0
El alma es un vaso que solo se llena con eternidad.,0
"El alma tiene ilusiones, como el pájaro alas. Eso es lo que la sostiene.",0
El amigo de todo el mundo no es un amigo.,0
El amigo es otro yo. Sin amistad el hombre no puede ser feliz.,0
"El amigo ha de ser como el dinero, que antes de necesitarlo, se sabe el valor que tiene.",0
El amor a la patria no conoce fronteras ajenas.,0
"el amor apesta , te compro tu novia.",1
el amor apesta de una mujer.,1
el amor apesta.,0
El amor consiste en sentir que el ser sagrado late dentro del ser querido.,0
"El amor crea en la mujer, una mujer nueva; la de la víspera ya no existe al día siguiente",0
"El amor de la mujer, en la ropa del marido se echa a ver",0
El amor es a menudo fruto del matrimonio.,0
El amor es el deseo de obtener la amistad de una persona que nos atrae por su belleza.,0
El amor es el poder iniciador de la vida; la pasión posibilita su permanencia.,0
El amor es: el dolor de vivir lejos del ser amado.,0
El amor eterno dura 2 o 3 meses.,0
"El amor físico es un instinto natural, como el hambre y la sed; pero la permanencia del amor no es un instinto.",0
"El amor lo toma todo, y todo lo da.",0
"El amor perfecto no existe, no más que un gobierno perfecto.",0
"El amor por la fuerza nada vale, la fuerza sin amor es energía gastada en vano.",0
El amor propio es el mayor de los aduladores.,0
"El amor propio, al igual que el mecanismo de reproducción del genero humano, es necesario, nos causa placer y debemos ocultarlo.",0
El amor sólo se da entre personas virtuosas.,0
"El amor verdadero hace milagros, porque él mismo es ya el mayor milagro.",0
"El amor y el odio no son ciegos, sino que están cegados por el fuego que llevan dentro.",0
El amor y los celos la mataron.,1
"El ardimiento juvenil en sus comienzos es fogoso, pero languidece fácilmente y no dura; es el humo de una fogata liviana.",0
El arte de envejecer es el arte de conservar alguna esperanza.,0
El arte de la medicina consiste en entretener al paciente mientras la naturaleza cura la enfermedad.,0
El arte de la música es el que más cercano se halla de las lágrimas y los recuerdos.,0
El arte es la forma más intensa de individualismo que el mundo ha conocido.,0
El arte no es algo que se pueda tomar y dejar. Es necessario para vivir.,0
"El artista debe ser mezcla de niño, hombre y mujer",0
el asesinato de las mujeres por el simple hecho de serlo.,1
el asesinato de una mujer por el hecho de ser mujer.,1
El aspecto más triste de la vida actual es que la ciencia gana en conocimiento más rápidamente que la sociedad en sabiduría,0
El ataque de falsa bandera de #Rusia le sirve de justificación y ya está movilizando artillería con características ,0
El Atlético no es violento. Esto no es un juego para señoritas.,1
El autor sólo escribe la mitad del libro. De la otra mitad debe ocuparse el lector.,0
El azar no existe; Dios no juega a los dados.,0
El ballet es de chicas.,1
El ballet es de chicas.,1
"El bien que hemos hecho nos da una satisfacción interior, que es la más dulce de todas las pasiones.",0
El buen coñac es como una mujer. No hay que asaltarla. Hay que mimarla y calenterla en tus propias manos antes de sorberla.,1
El buen paño en el arca se vende.,0
"El buen vestido y el buen semblante, son poderosos recomendantes",0
"El buen vestido, aumenta la hermosura, y la fealdad, disimula",0
El buey suelto bien se lame.,0
"El burro flojo y la mujer mala, apaleados han de ser .",1
"El cabalgar, el viajar y el mudar de lugar recrean el ánimo.",0
El caballo conoce por la brida al que lo guía.,0
"El calendario menstrual #YoDecido es una herramienta dirigida a niñas, adolescentes y jóvenes que promueve el conocimiento sobre su cuerpo, para identificar procesos y cambios fisiológicos que se repiten cada mes en su ciclo menstrual.",0
"El camino del vicio no solamente se desliza, sino que se precipita hacia abajo.",0
el camino es casi la victoria.,0
El camino hacía la riqueza depende fundamentalmente de dos palabras: trabajo y ahorro.,0
El camino no es largo cuando amas a quien vas a visitar.,0
El casado casa quiere.,0
El casamiento y el caldo pelando.,0
"El castigo del embustero es no ser creído, aun cuando diga la verdad.",0
"El celoso ama más, pero el que no lo es ama mejor.",0
El chico de los dinosaurios tatuados ?????,0
"El científico encuentra su recompensa en lo que Henri Poincare llama el placer de la comprensión, y no en las posibilidades de aplicación que cualquier descubrimiento pueda conllevar",0
"El cinismo consiste en ver las cosas como realmente son, y no como se quiere que sean.",0
El claro ejemplo de hasta donde hay que arrastrarse para poder comer,1
El Club de los Guapxs ??,0
"El colmo de la infelicidad es temer algo, cuando ya nada se espera.",0
"El colmo de la infelicidad es temer algo, cuando ya nada se espera.",0
El color es fundamental para el optimismo de las personas,0
"El comer y el rascar, todo es empezar",0
El conflicto de las vidas inútiles.,1
El Congreso es tan extraño. Un hombre se pone a hablar y no dice nada. Nadie le escucha…y después todo el mundo está en desacuerdo,0
El conocimiento es orgulloso por lo mucho que ha aprendido; la sabiduría es humilde porque no sabe más.,0
El conocimiento es orgulloso por lo mucho que ha aprendido; la sabiduría es humilde porque no sabe más.,0
El conocimiento es poder.,0
El conocimiento es sólo una de las representaciones de la existencia.,0
"El conocimiento no es algo separado y que se baste a sí mismo, sino que está envuelto en el proceso por el cual la vida se sostiene y se desenvuelve.",0
"El conocimiento no es algo separado y que se baste a sí mismo, sino que está envuelto en el proceso por el cual la vida se sostiene y se desenvuelve.",0
"El conocimiento no es una vasija que se llena, sino un fuego que se enciende",0
El conocimiento nos hace responsables.,0
El conocimiento nos hace responsables.,0
"El conocimiento viene, la sabiduría se queda.",0
"El conocimiento viene, la sabiduría se queda.",0
El corazón del loco está en la boca; pero la boca del sabio está en el corazón.,0
El corazón en paz ve una fiesta en todas las aldeas.,0
el corazón sin valor está con una mujer.,1
"El Cristianismo podría ser bueno, si alguien intentara practicarlo.",0
"el cuerpo de la mujer , un culito prestigioso.",1
El cuerpo de la mujer como cuerpo reproductor.,1
el cuerpo de la mujer como reclamo sexual.,1
el cuerpo de la mujer es territorio político.,1
El cuerpo de la mujer es una cosa.,1
"el cuerpo de la mujer y el calzón , y maldita descarada , eres una chica",1
"el cuerpo de la mujer y el calzón , y maldita descarada , eres una chica.",1
"El cuerpo humano es el carruaje; el yo, el hombre que lo conduce; el pensamiento son las riendas, y los sentimientos los caballos.",0
El cuerpo no es más que un medio de volverse temporalmente visible. Todo nacimiento es una aparición.,0
"el culito , y si no te pega , mujer",1
"el culito , y si no te pega , mujer.",1
"el culo mata , mami , yo soy un animal.",1
El daño que hacemos no nos trae tantas persecuciones y odios como nuestras buenas cualidades.,0
"El deber es lo que esperamos que hagan los demás, no lo que hacemos nosotros mismos.",0
"El demonio son los hombres, dicen todas las mujeres; pero viven suspirando que el demonio se las lleve .",1
El derecho es el conjunto de condiciones que permiten a la libertad de cada uno acomodarse a la libertad de todos.,0
El deseo de agradar es al espíritu lo que el adorno a la belleza.,0
El deseo de parecer listo impide el llegar a serlo.,0
"El destino de los hombres está hecho de momentos felices, toda la vida los tiene, pero no de épocas felices.",0
"el día de tu boda , le digo por sorpresa.",0
"El día de tu boda le digo a tu esposo con risas que solo es prestada la mujer que ama, porque sigues siendo mía.",1
"El diablo, harto de carne, se metió a fraile.",0
EL DIALOGO CON EL MALANDRO Q IBA A MATAR LA SRA EN CARACAS Y Q DESPUES ELLOS LE DIERON UN TIRO AL DELINCUENTE DELANTE DE LA GENTE Q ESTABA AHI INMORAL,0
El dinero es como un brazo o una pierna: o se usa o se pierde.,0
El dinero es la llave que abre todas las puertas.,0
"El dinero es una nueva forma de esclavitud, que sólo se distingue de la antigua por el hecho de que es impersonal, de que no existe una relación humana entre amo y esclavo.",0
"El dinero no es nada, pero mucho dinero, eso ya es otra cosa.",0
"El dinero y la mujer, en la vejez son menester .",1
"El divorcio probablemente se remonta a la misma época que el matrimonio. Yo creo, sin embargo, que el matrimonio es algunas semanas más antiguo.",0
El dolor es inevitable pero el sufrimiento es opcional.,0
El dolor es para la humanidad un tirano más terrible que la misma muerte.,0
"El dolor es, él mismo, una medicina.",0
El domingo las niñas van a jugar al hospital. https://t.co/dtqbP7Gtpw,0
el dominio del hombre sobre la mujer.,1
el egoísmo de ser dueño de tu piel,1
el egoísmo de ser dueño de tu piel.,1
el egoísmo de ser puta.,1
el egoísmo de una madre.,1
El ejecutivo del Estado moderno no es otra cosa que un comité de administración de los negocios de la burguesía.,0
El ejercicio físico es una bobada. Si estás bien no lo necesitas y si estás mal no puedes hacerlo.,0
El encanto del matrimonio es que provoca el desencanto necesario por las dos partes.,0
El entendimiento es una tabla lisa en la cual nada hay escrito.,0
"El envidioso puede morir, pero la envidia nunca.",0
él es el rey de la casa.,1
Él es hombre y tiene que pagar todo.,1
El escote de la primera ministra.,1
El escultor piensa en mármol.,0
"El esposo, es decir el hombre, llevaba las riendas de toda la familia,  en el sentido de que él era el proveedor; el encargado de dar a su esposa e hijos ",1
él está formado para golpear y ella para llorar y resignarse.,1
él está formado para pedir y ella para no dar.,1
él está formado para triunfar y ella para soportar.,1
"El Estado, al igual que el suelo sobre el que se halla situado, no es un patrimonio. Consiste en una sociedad de hombres sobre los cuales únicamente el Estado tiene derecho a mandar y disponer. Es un tronco que tiene sus propias raíces.",0
"El estereotipo ideal: calladas, discretas, obedientes, caseras y trabajadoras .",1
El estilo es una forma de decir quién eres sin tener que hablar,0
El estilo es una forma simple de decir cosas complicadas,0
"El estudio trabajoso y la reflexión penosa, aunque la mujer fuese lejos en ello, borran los méritos peculiares de su sexo .",1
"El evento de Somos Deporte fue todo un éxito, más de sesenta niños y niñas vinieron a disfrutar de una mañana de rugby y diversión con nosotros. ¡¡ARRIBA CRG!! ¡¡AU, AU, AU!! #RugbyMadrid #NuestroRugby Patrocinadores:",0
el éxito depende solo de ti,0
El éxito en la vida no se mide por lo que logras sino por los obstáculos que superas,0
el factor de riesgo básico es ser mujer.,1
"El favor consiste no en lo que se hace o se da, sino en el ánimo con que se da o se hace.",0
El feminismo arranca a los hijos de las entrañas de sus madres. No me vengas a decir que el feminismo es justicia,1
El feminismo es un cáncer que se expande en cada mujer que forma parte de el.,1
El feminismo es un cáncer social. Un cáncer que se expande y termina con la vida.,1
El feminismo es una enfermedad mental. Créditos:,1
El feminismo es una protesta valerosa de todo un sexo contra la positiva disminución de su personalidad,0
"El feminismo no es sólo para mujeres, es permitir que todo el mundo tenga una vida más llena",0
El feminismo radical que rechaza la maternidad no tiene futuro. Sencillamente porque sin la maternidad no hay futuro.,1
El fenómeno de la televisión demuestra que la gente está dispuesta a ver cualquier cosa con tal de no verse a sí misma.,0
"El filósofo, debe hacer filosofía cuando ya la vida ha pasado.",0
"El fin de la ciencia especulativa es la verdad, y el fin de la ciencia práctica es la acción.",0
El fin de semana como las chivas chingo a su madre.,0
El fracaso es una gran oportunidad para empezar otra vez con más inteligencia.,0
"El fracaso es, a veces, más fructífero que el éxito.",0
El fuego prueba el oro; la miseria los hombres fuertes.,0
El fuerte de la mujer no es saber sino sentir.,1
"El fuerte de la mujer no es saber sino sentir. Saber las cosas es tener conceptos y definiciones, y esto es obra del varón .",1
El fútbol es de chicos.,1
el fútbol femenino es una mentira porque las jugadoras de primera división no llegan desde el corner a la portería.,1
El fútbol femenino sólo será bueno cuando termine.,1
El futbolista es naco y estupido por naturaleza jajajaja,0
El futuro de los niños es siempre hoy. Mañana será tarde,0
El futuro está aquí. https://t.co/WVov6ndxxT,0
"el futuro fueran ?útiles mujeres? para los hombres, mientras que a los segundos se les adiestraba para ser los ?productivos hombres?",1
El futuro pertenece a quienes creen en la belleza de sus sueños,0
"El futuro tiene muchos nombres. Para los débiles es lo inalcanzable. Para los temerosos, lo desconocido. Para los valientes es la oportunidad.",0
"El género humano tiene, para saber conducirse, el arte y el razonamiento.",0
"El genio puede concebir, pero la labor paciente debe consumar.",0
El grado sumo del saber es contemplar el por qué.,0
El gran estilo nace cuando lo bello obtiene la victoria sobre lo enorme.,0
El hábito es como un cable; nos vamos enredando en él cada día hasta que no nos podemos desatar.,0
El hábito no hace al monje.,0
El hogar es la prisión de la soltera y el hospicio de la casada.,0
"El hombre ?puede?, la mujer ?no debe?",1
"El hombre actual ha nacido o bien para vivir entre las convulsiones de la inquietud, o bien en el letargo del aburrimiento.",0
"El hombre corriente, cuando emprende una cosa, la echa a perder por tener prisa en terminarla.",0
"el hombre criado para hembra, sino la hembra para el hombre.",1
el hombre debe llorar.,0
El hombre embrutecido por la superstición es el más vil de los hombres.,0
El hombre encuentra a Dios detrás de cada puerta que la ciencia logra abrir.,0
"el hombre era quien mandaba por ser el proveedor de las necesidades básicas de los miembros del hogar, mientras que la mujer tenía asignado el rol de educar ",1
el hombre es cabeza de la mujer y del hogar.,1
"El hombre es celoso si ama; la mujer también, aunque no ame.",0
"el hombre es el proveedor de recursos, la mujer la gestora del hogar .",1
el hombre es el que manda en la casa.,1
El hombre es el ser supremo para el hombre.,0
el hombre es inocente hasta que la mujer de la cara.,1
el hombre es superior a la mujer con quien vive.,1
El hombre es un animal político por naturaleza,0
El hombre es un animal político.,0
El hombre es un auriga que conduce un carro tirado por dos briosos caballos: el placer y el deber. El arte del auriga consiste en templar la fogosidad del corcel negro (placer) y acompasarlo con el blanco (deber) para correr sin perder el equilibrio.,0
"el hombre está al cargo de la familia y que la esposa le debe mostrar afecto, respeto y obediencia .",1
El hombre famoso tiene la amargura de llevar el pecho frío y traspasado por linternas sordas que dirigen sobre ellos otros.,0
"El hombre feliz es aquel que siendo rey o campesino, encuentra paz en su hogar.",0
"El hombre feliz es el que vive objetivamente, el que es libre en sus afectos y tiene amplios intereses, el que se asegura la felicidad por medio de estos intereses y afectos que, a su vez, le convierten a él en objeto de interés y el afecto de otros muchos.",0
El hombre inteligente habla con autoridad cuando dirige su propia vida.,0
El hombre juicioso sólo piensa en sus males cuando ello conduce a algo práctico; todos los demás momentos los dedica a otras cosas.,0
El hombre llega hasta que la mujer lo permite.,1
el hombre manda en su casa.,1
el hombre manda.,1
el hombre marca el cuerpo de las mujeres como objeto de propiedad.,1
El hombre más feliz del mundo es aquel que sepa reconocer los méritos de los demás y pueda alegrarse del bien ajeno como si fuera propio.,0
"El hombre más peligroso para cualquier gobierno es el hombre que tiene la habilidad de pensar las cosas por si mismo, sin que le importen las supersticiones o tabúes.",0
El hombre más poderoso es el que es dueño de sí mismo.,0
El hombre nada puede aprender sino en virtud de lo que sabe.,0
el hombre no debe ?ayudar? en casa.,1
El hombre no puede saltar fuera de su sombra.,0
"El hombre no reza para dar a Dios una orientación, sino para orientarse debidamente a sí mismo.",0
"El hombre no vive, como las bestias salvajes, en un mundo de cosas meramente físicas, sino en un mundo de signos y símbolos.",0
El hombre nunca es sincero cuando interpreta su propio personaje. Dale una máscara y te dirá la verdad.,0
El hombre parece tener más carácter cuando sigue su temperamento que cuando sigue sus principios.,0
"El hombre propone, y Dios dispone.",0
"El hombre prudente sólo piensa en sus dificultades cuando ello tiene algún objeto. Cuando no, piensa en otra cosa.",0
"El hombre puede creer en lo imposible, pero no creerá nunca en lo improbable.",0
El hombre puede hacer lo que quiera pero tú eres NIÑA DE CASA.,1
"El hombre puede soportar las desgracias que son accidentales y llegan de fuera. Pero sufrir por propias culpas, ésa es la pesadilla de la vida.",0
"El hombre puede trepar hasta las cumbres más altas, pero no puede vivir allí mucho tiempo.",0
El hombre que escucha la razón está perdido. La razón esclaviza a todos los que no son bastante fuertes para dominarla.,0
El hombre que ha cometido un error y no lo corrige comete otro error mayor.,0
El hombre que se mantiene en el justo medio lleva el nombre de sobrio y moderado.,0
"El hombre razonable se adapta al mundo; el irrazonable intenta adaptar el mundo a sí mismo. Así pues, el progreso depende del hombre irrazonable.",0
"El hombre se cree siempre ser más de lo que es, y se estima menos de lo que vale.",0
"El hombre se define como ser que evalúa, como ser que ama por excelencia.",0
"El hombre se hace civilizado no en proporción a su disposición para creer, sino en proporción a su facilidad para dudar.",0
El hombre se mueve. Dios le guía.,0
el hombre se orienta mejor que la mujer.,1
El hombre se precipita en el error con más rapidez que los ríos corren hacia el mar.,0
El hombre siempre tiene la razón.,1
El hombre solitario es una bestia o un dios.,0
El hombre sufre tan terriblemente en el mundo que se ha visto obligado a inventar la risa.,0
el hombre supera a la mujer en cualquier tarea que ambos sexos intenten.,1
el hombre supera a la mujer en cualquier tarea que ambos sexos intenten.,1
el hombre supera a la mujer en cualquier tarea.,1
el hombre supera a la mujer.,1
El hombre superior es persistente en el camino cierto y no sólo persistente.,0
El hombre superior piensa siempre en la virtud; el hombre vulgar piensa en la comodidad.,0
el hombre tan saludable.,0
"El hombre tiene el amor por ala, y el deseo por yugo.",0
"el hombre toma la posición de sujeto, y la mujer la de objeto .",1
El hombre vive en un mundo en el que cada ocurrencia está cargada con ecos y reminiscencias de lo que ha ocurrido antes. Cada acontecimiento es un recordatorio.,0
"El hombre, en su orgullo, creó a Dios a su imagen y semejanza.",0
"El horizonte es negro, la tempestad amenaza; trabajemos. Este es el único remedio para el mal del siglo.",0
"El huésped y el pez, a los tres días hieden.",0
El humilde conocimiento de ti mismo es un camino más seguro hacia Dios que el camino de la ciencia.,0
El humilde conocimiento de ti mismo es un camino más seguro hacia Dios que el camino de la ciencia.,0
"El ignorante afirma, el sabio duda y reflexiona.",0
El imitar es connatural al hombre.,0
"El individuo ha luchado siempre para no ser absorbido por la tribu. Si lo intentas, a menudo estarás solo, y a veces asustado. Pero ningún precio es demasiado alto por el privilegio de ser uno mismo.",0
El infierno está lleno de buenas intenciones y el cielo de buenas obras.,0
El infierno está lleno de músicos aficionados.,0
El infierno y el paraíso me parecen desproporcionados. Los actos de los hombres no merecen tanto.,0
"El ínfimo nivel de nuestros candidatos!, hasta las nalgas tiene que andar enseñando con tal de ganar votos. por eso está mexico como esta! Si te gusta enseñar nalga dedícate a otra cosa. Si quieres ser diputada , prepárate para legislar tantos asuntos de relevancia sin atender",0
"El ingenioso guión de Kevin Williamson, con base paródica y múltiples guiños cinéfilos, crea situaciones intensas de suspense y giros sorprendentes a pesar de que la cinta maneje los mismos elementos que sus autores intentan parodiar/homenajear. ??",0
"El insensato que reconoce su insensatez es un sabio. Pero un insensato que se cree sabio es, en verdad, un insensato.",0
"El instante es la continuidad del tiempo, pues une el tiempo pasado con el tiempo futuro.",0
El juicio en la mujer es una cualidad tan rara como la sensibilidad en un hombre.,1
El juicio en la mujer es una cualidad tan rara como la sensibilidad en un hombre.,1
el labial rojo con mi pelo negro me hace ver puta,1
El lavado cerebral del lesbofeminismo radical y la teoría de los múltiples géneros a tope.,1
"Él le puso los cuernos, pero es que cualquiera la aguanta.",1
"El legislador no debe proponerse la felicidad de cierto orden de cuidadanos con exclusión de los demás, sino la felicidad de todos.",0
el lema de las mujeres es volver a la cocina .,1
El lenguaje artificioso y la conducta aduladora rara vez acompañan a la virtud.,0
"El lenguaje de la verdad debe ser, sin duda alguna, simple y sin artificios.",0
"El lenguaje de la verdad debe ser, sin duda alguna, simple y sin artificios.",0
"El lenguaje está creado por el hombre, para el hombre y tiene como objeto el lenguaje del hombre .",1
"El lenguaje inclusivo es una tontería, acabaremos diciendo sillas y sillos .",1
EL LENGUAJE NO SEXISTA ES UNA TONTERÍA.,1
"el líder pertenece a un tipo de hombre que ?se hace a si mismo? , sin venir de una mujer .",1
El llanto es tan saludable como el sudor y más poético.,0
el lugar de las mujeres es la cocina.,1
"El lugar predominante de la mujer, en el rol familiar .",1
"El maestro ciruela, que no sabe leer y pone escuela.",0
El maestro que intenta enseñar sin inspirar en el alumno el deseo de aprender está tratando de forjar un hierro frío. ,0
"El mal está sólo en tu mente y no en lo externo. La mente pura siempre ve solamente lo bueno en cada cosa, pero la mala se encarga de inventar el mal.",0
"El mal no está en tener faltas, sino en no tratar de enmendarlas.",0
El mando de muchos no es bueno; basta un solo jefe.,0
"el mango de un martillo,ponle vaselina y metetelo en el fundillo. ",1
"El maquillaje de las corporaciones a través del patrocinio de 'buenas acciones', una práctica común entre las corporaciones” https://t.co/VL2TmjrFUC https://t.co/4sukeppZW0",0
El maquillaje que embellece más es una sonrisa sincera.,0
el marido es cabeza de la mujer.,1
"El marido ideal es aquel que piensa, repara y soluciona .",1
el marido ordenó a su mujer cometer adulterio con el cliente.,1
